lat,lon
52.1128835,0.0544488
52.1121917,0.0523996
52.111513,0.0509512
52.110808,0.0495887
52.1100173,0.0480759
52.1093189,0.0468099
52.1085084,0.0456083
52.1078099,0.0445461
52.1073882,0.04372
52.10638,0.0424004
52.1058792,0.0415528
52.1031839,0.0384521
52.1012068,0.0360918
52.0984388,0.0326157
52.0961715,0.0297832
52.091742,0.024848
52.0884988,0.0212431
52.0862804,0.018357
52.0855981,0.0173753
52.0852157,0.0167584
52.0845498,0.0156587
52.0827862,0.0135398
52.080917,0.0113511
52.0792291,0.0084758
52.07824,0.0071239
52.0765388,0.0049353
52.0757475,0.0040126
52.0744682,0.0035405
52.0718304,0.0020599
52.068955,0.0003433
52.0655518,-0.0018454
52.0614887,-0.0044203
52.0582696,-0.0069094
52.0554197,-0.0099134
52.0531766,-0.0133467
52.0512237,-0.017252
52.0503132,-0.0192261
52.0489276,-0.0224018
52.0482678,-0.0237751
52.0471329,-0.0259209
52.0437808,-0.0307703
52.0419859,-0.034461
52.0401645,-0.0387955
52.0377886,-0.0439453
52.0351751,-0.0484085
52.0317165,-0.0518847
52.0316108,-0.0532579
52.029789,-0.0559187
52.0267525,-0.0594378
52.0235573,-0.0614977
52.0213918,-0.0629568
52.0178794,-0.0649309
52.0178794,-0.0649309
52.0168625,-0.0655532
52.0155419,-0.0661755
52.0127818,-0.0677633
52.0104573,-0.0693512
52.0083441,-0.0713468
52.0056495,-0.0742865
52.0024792,-0.078063
51.9994673,-0.0821829
51.9951075,-0.0883198
51.9930067,-0.0930405
51.9916326,-0.0973857
51.9903112,-0.1002288
51.9887388,-0.1040697
51.9874834,-0.108254
51.9869119,-0.1104588
51.9865122,-0.1134574
51.98601,-0.1168156
51.9855409,-0.1196051
51.9852766,-0.1208603
51.9842722,-0.124433
51.9834132,-0.1271796
51.9828384,-0.1288211
51.9820124,-0.1310956
51.9813516,-0.1334023
51.9805916,-0.1353765
51.9800498,-0.1369536
51.9794947,-0.1379514
51.9784109,-0.1406121
51.9774857,-0.1426077
51.9765472,-0.1443028
51.9755691,-0.14588
51.9744852,-0.1471782
51.9728329,-0.1488733
51.97163,-0.1498389
51.9710946,-0.1503968
51.9695612,-0.1515234
51.9679814,-0.1528966
51.9670031,-0.1535082
51.9635194,-0.1551819
51.9605445,-0.1566195
51.9572388,-0.1581216
51.9543164,-0.1590014
51.9535361,-0.1593018
51.9512482,-0.1602244
51.9484577,-0.1617908
51.9463415,-0.1639795
51.9443178,-0.1664042
51.942413,-0.1681852
51.9417384,-0.1693225
51.9411035,-0.17061
51.9401114,-0.173614
51.9384446,-0.1770902
51.9376442,-0.1793432
51.9367248,-0.1822829
51.9357723,-0.1855659
51.9350728,-0.1885781
51.9345799,-0.1905924
51.9341582,-0.1920194
51.9337613,-0.1935697
51.9324383,-0.1973462
51.930586,-0.2021527
51.9296995,-0.205543
51.9288924,-0.2081823
51.9284954,-0.2103066
51.9284689,-0.2129889
51.9285483,-0.2137184
51.9288262,-0.2155852
51.9294613,-0.2184391
51.9308638,-0.2204776
51.9328087,-0.2226019
51.93478,-0.2245545
51.9360369,-0.2273655
51.9362419,-0.2279556
51.9362717,-0.2286798
51.9363213,-0.229286
51.9363941,-0.2306592
51.9363775,-0.2313244
51.9363345,-0.2323115
51.9362518,-0.2335024
51.9361824,-0.2350527
51.9360303,-0.2365977
51.9358153,-0.2377832
51.9357194,-0.2383196
51.9357194,-0.2383196
51.9343964,-0.2406693
51.9326235,-0.2426434
51.9298979,-0.2460766
51.9278867,-0.2493811
51.9248698,-0.2530289
51.922726,-0.2559686
51.9199733,-0.2596164
51.9192587,-0.2606678
51.9185043,-0.2618265
51.9164529,-0.2643156
51.9148382,-0.2667189
51.9133557,-0.2698517
51.9119527,-0.2721691
51.9102319,-0.2753448
51.9099274,-0.2765465
51.9095568,-0.2788103
51.9094707,-0.2812994
51.9093119,-0.2833271
51.9092192,-0.2855909
51.9094641,-0.2871037
51.9095171,-0.2893138
51.9094906,-0.2914166
51.9096362,-0.2949786
51.9093582,-0.2974033
51.9092126,-0.2984762
51.9083522,-0.3024673
51.9071607,-0.3058577
51.90634,-0.3073382
51.9054133,-0.3094625
51.9046587,-0.3107929
51.9036658,-0.3118873
51.9019844,-0.3136039
51.9004088,-0.3146553
51.8996144,-0.314784
51.8988332,-0.3150201
51.8980587,-0.3153098
51.896622,-0.3158355
51.8953972,-0.3163934
51.8930733,-0.3180134
51.8916431,-0.318861
51.8909015,-0.3193223
51.8901533,-0.3200412
51.889266,-0.3207386
51.8874715,-0.3227341
51.8855974,-0.3251374
51.8849551,-0.3260171
51.8840544,-0.3278732
51.8833524,-0.329783
51.8824584,-0.3313923
51.8811405,-0.3339672
51.8794317,-0.3370571
51.877405,-0.3408337
51.875153,-0.3434515
51.8739872,-0.3443742
51.8719602,-0.3455758
51.8700392,-0.3464556
51.8676146,-0.348022
51.8658258,-0.3496957
51.8645935,-0.3515625
51.8632817,-0.3537726
51.8625661,-0.3563261
51.8618108,-0.3603601
51.8612277,-0.3650808
51.8612145,-0.3681278
51.8610422,-0.3709173
51.8604326,-0.3743935
51.8601676,-0.3763247
51.8599026,-0.3780198
51.8592002,-0.3813887
51.8587894,-0.383234
51.8576629,-0.3874397
51.8547473,-0.3968382
51.8547473,-0.3968382
51.8540846,-0.3986192
51.8514338,-0.4049063
51.8495914,-0.4096484
51.8486237,-0.4127169
51.8484382,-0.4135108
51.8479875,-0.414927
51.8476561,-0.4163647
51.8472452,-0.4185319
51.8467017,-0.4211712
51.8465426,-0.4218578
51.8459063,-0.4244971
51.8452833,-0.4259133
51.8444746,-0.4294968
51.8431224,-0.4363203
51.8414255,-0.4445171
51.8409284,-0.4484332
51.84065,-0.4540873
51.8404312,-0.4577565
51.8404445,-0.4621017
51.8406235,-0.4643655
51.8407229,-0.4685712
51.8411074,-0.4779053
51.8414255,-0.4851151
51.8418498,-0.4904151
51.8421547,-0.4944706
51.8426187,-0.499084
51.8429103,-0.5011654
51.8439576,-0.5044055
51.8448591,-0.5074954
51.8453363,-0.5096412
51.8455086,-0.5147696
51.8460521,-0.5181813
51.8469005,-0.5215287
51.8471855,-0.5245113
51.8476296,-0.5278373
51.8486502,-0.5290818
51.8500553,-0.5298972
51.8510096,-0.5313993
51.8510891,-0.5323434
51.8509831,-0.5339313
51.850718,-0.5351758
51.8499625,-0.5369997
51.8494588,-0.5382872
51.8491937,-0.5400037
51.8491937,-0.5436087
51.849101,-0.5453896
51.8489418,-0.5467415
51.847497,-0.5510759
51.8447132,-0.5549386
51.8416642,-0.5583287
51.8416642,-0.5583287
51.8412797,-0.5589616
51.8405306,-0.5603886
51.8398943,-0.5625236
51.83947,-0.5652809
51.8394037,-0.5672872
51.8394833,-0.5687571
51.8395827,-0.5709136
51.8398412,-0.5724907
51.8399672,-0.5736172
51.8403119,-0.5757737
51.8409483,-0.5783272
51.8421149,-0.5836058
51.8429236,-0.5876827
51.8430694,-0.5925107
51.8431622,-0.5953646
51.8429103,-0.5983043
51.8425657,-0.6027889
51.8424066,-0.6051707
51.8415979,-0.6083035
51.840988,-0.6112862
51.8406036,-0.6147408
51.8400202,-0.618099
51.8396424,-0.62047
51.8386082,-0.6239033
51.8375476,-0.6260276
51.8367322,-0.6278944
51.8359234,-0.6295681
51.8351941,-0.6307268
51.8345046,-0.6322289
51.8334704,-0.6353402
51.8330063,-0.638473
51.8332052,-0.6408978
51.8331124,-0.64255
51.8328207,-0.6437945
51.8324096,-0.6448889
51.8317598,-0.646069
51.8314283,-0.6465411
51.8305797,-0.6472492
51.8302216,-0.6475604
51.8298768,-0.6478715
51.8287497,-0.6488371
51.827954,-0.6499958
51.8272909,-0.6513476
51.8269063,-0.652914
51.8266278,-0.6552958
51.825726,-0.6601882
51.8244794,-0.6635356
